,event,ts
87,before query,1680830894.984235
88,async try again,1680830894.9999797
89,before query,1680830897.0021884
90,async try again,1680830897.0211697
91,before query,1680830899.022312
92,async try again,1680830899.038638
93,before query,1680830901.040833
94,async try again,1680830901.0573585
95,before query,1680830903.059557
96,async try again,1680830903.0762405
97,before query,1680830905.0785074
98,async try again,1680830905.0949848
99,before query,1680830907.0972233
100,async try again,1680830907.1139333
101,before query,1680830909.1142595
102,async try again,1680830909.1340134
103,before query,1680830911.136249
104,async try again,1680830911.15434
105,before query,1680830913.156526
106,async try again,1680830913.1719267
107,before query,1680830915.1741211
108,async try again,1680830915.189781
109,before query,1680830917.191985
110,async try again,1680830917.2084086
111,before query,1680830919.2102733
112,async try again,1680830919.226767
113,before query,1680830921.2289531
114,async try again,1680830921.2437983
115,before query,1680830923.2459853
116,async try again,1680830923.2596369
117,before query,1680830925.2618186
118,async try again,1680830925.2782657
119,before query,1680830927.2804542
120,async try again,1680830927.296091
121,before query,1680830929.2982934
122,async try again,1680830929.3146768
123,before query,1680830931.3168762
124,async try again,1680830931.3329735
125,before query,1680830933.3351145
126,async try again,1680830933.3514447
127,before query,1680830935.3536482
128,async try again,1680830935.369042
129,before query,1680830937.3712385
130,async try again,1680830937.3874164
131,before query,1680830939.3896148
132,async try again,1680830939.4016707
133,before query,1680830941.4038486
134,async try again,1680830941.4192636
135,before query,1680830943.4214532
136,async try again,1680830943.4398625
137,before query,1680830945.442011
138,async try again,1680830945.4560988
139,before query,1680830947.458251
140,async try again,1680830947.4722826
141,before query,1680830949.4744291
142,async try again,1680830949.4885776
143,before query,1680830951.4907293
144,async try again,1680830951.5048409
145,before query,1680830953.506991
146,async try again,1680830953.5202675
147,before query,1680830955.5223641
148,async try again,1680830955.536649
149,before query,1680830957.538802
150,async try again,1680830957.5533726
151,before query,1680830959.5555196
152,async try again,1680830959.5727513
153,before query,1680830961.5749004
154,async try again,1680830961.5897858
155,before query,1680830963.5919313
156,async try again,1680830963.6046982
157,before query,1680830965.60679
158,async try again,1680830965.6208942
159,before query,1680830967.623045
160,async try again,1680830967.637246
161,before query,1680830969.639411
162,async try again,1680830969.6538937
163,before query,1680830971.6560397
164,async try again,1680830971.6695743
165,before query,1680830973.6717215
166,async try again,1680830973.6862853
167,before query,1680830975.6884403
168,async try again,1680830975.7058866
169,before query,1680830977.7080343
170,async try again,1680830977.7215588
171,before query,1680830979.723707
172,async try again,1680830979.739006
173,before query,1680830981.741157
174,async try again,1680830981.7560158
175,before query,1680830983.758182
176,async try again,1680830983.7731075
177,before query,1680830985.7752707
178,async try again,1680830985.792731
179,before query,1680830987.7948828
180,async try again,1680830987.80993
181,before query,1680830989.8120759
182,async try again,1680830989.826449
183,before query,1680830991.828603
184,async try again,1680830991.843377
185,before query,1680830993.8455305
186,async try again,1680830993.863159
187,before query,1680830995.865311
188,async try again,1680830995.880565
189,before query,1680830997.8827229
190,async try again,1680830997.8973827
191,before query,1680830999.899536
192,async try again,1680830999.9139707
193,before query,1680831001.9161167
194,async try again,1680831001.934523
195,before query,1680831003.9366732
196,async try again,1680831003.9508798
197,before query,1680831005.9530647
198,async try again,1680831005.9690099
199,before query,1680831007.9711652
200,async try again,1680831007.985559
201,before query,1680831009.9877064
202,async try again,1680831010.0024471
203,before query,1680831012.0046031
204,async try again,1680831012.019976
205,before query,1680831014.020195
206,async try again,1680831014.0431836
207,before query,1680831016.045366
208,async try again,1680831016.06118
209,before query,1680831018.063326
210,async try again,1680831018.077628
211,before query,1680831020.0797713
212,async try again,1680831020.0943072
213,before query,1680831022.0964506
214,async try again,1680831022.111246
215,before query,1680831024.1134021
216,async try again,1680831024.1309717
217,before query,1680831026.1331174
218,async try again,1680831026.1483269
219,before query,1680831028.1504836
220,async try again,1680831028.1648743
221,before query,1680831030.1670341
222,async try again,1680831030.1819165
223,before query,1680831032.1822267
224,async try again,1680831032.2008476
225,before query,1680831034.2030475
226,async try again,1680831034.2181394
227,before query,1680831036.2203064
228,async try again,1680831036.2345018
229,before query,1680831038.2366488
230,async try again,1680831038.250475
231,before query,1680831040.2526271
232,async try again,1680831040.270861
233,before query,1680831042.2730126
234,async try again,1680831042.2878847
235,before query,1680831044.2900352
236,async try again,1680831044.3041928
237,before query,1680831046.3063486
238,async try again,1680831046.3209982
239,before query,1680831048.3231554
240,async try again,1680831048.3413656
241,before query,1680831050.3435218
242,async try again,1680831050.358623
243,before query,1680831052.3607728
244,async try again,1680831052.3751562
245,before query,1680831054.3773103
246,async try again,1680831054.3912425
247,before query,1680831056.3934026
248,async try again,1680831056.4117281
249,before query,1680831058.4139018
250,async try again,1680831058.4297714
251,before query,1680831060.431875
252,async try again,1680831060.446381
253,before query,1680831062.4484787
254,async try again,1680831062.4633555
255,before query,1680831064.465455
256,async try again,1680831064.4803464
257,before query,1680831066.4825048
258,async try again,1680831066.5000756
259,before query,1680831068.5022314
260,async try again,1680831068.517195
261,before query,1680831070.5193508
262,async try again,1680831070.5335898
263,before query,1680831072.5357854
264,async try again,1680831072.5498576
265,before query,1680831074.5520148
266,async try again,1680831074.5690327
267,before query,1680831076.5711858
268,async try again,1680831076.58519
269,before query,1680831078.5873494
270,async try again,1680831078.60288
271,before query,1680831080.6050336
272,async try again,1680831080.6194603
273,before query,1680831082.6216183
274,async try again,1680831082.6367075
275,before query,1680831084.638874
276,async try again,1680831084.6756914
277,before query,1680831086.6779015
278,async try again,1680831086.6935267
279,before query,1680831088.6956916
280,async try again,1680831088.7107844
281,before query,1680831090.7129438
282,async try again,1680831090.7272892
283,before query,1680831092.7294803
284,async try again,1680831120.5523112
285,before query,1680831122.5544791
286,query sucess,1680831122.5827765
287,end train,1680831122.582894
